no;y;z1;z2
109;159.03758;15.012839;7.2559807
110;150.00368;14.972918;6.307803
111;140.09795;13.30938;5.5978577
112;131.14662;13.686234;5.5607161
113;127.35364;12.63104;5.9288536
114;124.34483;12.338998;4.9048451
115;118.14995;12.076499;4.8287794
116;108.52003;11.638108;2.7203626
117;103.93739;11.269556;4.2448444
118;104.43809;11.988568;2.6620608
119;101.98368;13.352378;2.2060681
120;103.6822;13.730945;1.8924542
121;98.563439;12.08542;-0.4048723
122;82.503072;11.86399;-1.5378103
123;75.394789;11.281196;-0.077576188
124;75.053644;10.419081;-0.29904041
125;72.589775;10.626682;1.1539444
126;80.066369;9.1312461;3.4711717
127;85.835899;8.9688017;3.8091682
128;85.854632;8.4172892;4.0497627
129;80.908993;8.4020361;2.3434024
130;73.602798;7.7733195;1.5873921
131;69.453267;7.7629984;3.2569059
132;69.299442;6.5615065;3.242177
133;67.731576;6.5594137;3.1277744
134;62.800106;5.9435722;2.4571445
135;62.059402;6.1176674;3.1739755
136;71.659269;8.4469677;5.2132435
137;89.056103;9.6061168;4.1541781
138;96.512671;11.164818;4.1928645
139;99.451904;11.15164;3.3119313
140;93.972895;9.3991536;2.81932
141;85.995973;8.905758;3.9231938
142;82.591053;8.3878127;2.4619813
143;71.321256;8.6439686;0.72660833
144;65.983815;9.3343446;-0.49909408
145;64.657998;9.2323379;1.0307437
146;71.516873;9.4212771;2.1812595
147;79.764064;10.558731;3.1116571
148;88.085028;10.417025;2.8438229
149;87.165661;9.062261;3.3764152
150;85.826611;8.9795153;3.4593848
151;82.234832;8.6870142;2.2236708
152;77.150102;8.3657825;3.0043461
153;74.269392;7.0780608;2.3909884
154;64.708974;6.663487;1.9563612
155;55.145668;5.2932934;1.2512304
156;44.818353;4.3731694;0.61596275
157;35.269629;3.7146706;0.73107577
158;26.850158;2.4736709;-0.6006605
159;13.345351;0.78635161;-1.0796548
160;6.0023891;2.5161981;-0.69434588
161;17.384289;3.1408442;0.82540768
162;24.086271;2.8753636;0.36747706
163;27.091984;3.3722115;1.4519224
164;31.028804;3.5901431;1.3522112
165;34.067024;4.2722229;0.60355581
166;36.704193;3.92791;2.4202759
167;35.973329;1.6199202;2.5950702
168;33.339297;2.839801;1.87908
169;33.768262;1.9829815;2.229577
170;27.110059;0.83277943;1.7601818
171;18.433624;1.2958907;1.192117
172;15.30942;1.5363999;0.42522536
173;17.650422;0.5682961;2.6834227
174;22.293755;0.55546655;2.6447757
175;23.535345;0.39826195;3.2985319
176;26.806744;1.8096272;2.8996601
177;34.216682;1.9190785;4.2662667
178;34.572123;1.1121294;2.862186
179;30.801742;1.3341472;4.1859602
180;26.297365;-1.8889986;2.4012736
181;6.0359645;-2.2452675;1.5544191
182;2.5015374;-1.782204;2.134091
183;1.4493491;-2.5969076;2.6199002
184;3.7847867;-2.4946165;3.1766929
185;3.0708364;-2.4884215;2.2698247
186;4.7224696;-2.5953664;3.8972654
187;8.4659987;-1.9056812;2.6740689
188;6.1598185;-2.2093997;2.3689504
189;3.705966;-2.268895;2.740245
190;2.6876189;-2.6168618;2.7871897
191;4.0880484;-0.65570856;1.9396945
192;7.5169705;-1.1473437;1.9379716
193;4.7526211;-1.0261405;1.8450874
194;7.4053678;-1.469557;2.4126499
195;2.0754522;-1.9601995;0.17116963
196;-7.0735219;-2.1085135;0.58189092
197;-4.933932;-1.4337609;1.3337426
198;7.4126537;-0.11553508;3.9212419
199;18.413157;-1.4711209;3.1870145
200;12.833509;-2.4803689;3.2615681
201;9.2925057;-3.1076024;4.6824459
202;6.155856;-4.2916162;3.5164623
203;-2.1488832;-4.5850118;3.8665469
204;-2.3973871;-3.9084763;4.1998171
205;-1.1716428;-5.6781193;4.3726157
206;-6.3092348;-5.5912462;4.7109141
207;-3.8943881;-4.3473214;4.6373466
208;-0.15327164;-3.6542404;3.5652844
209;4.944164;-2.4064316;5.0821473
210;14.478366;-2.8450873;5.8007669
211;17.15014;-3.5611544;5.2432324
212;15.081932;-2.573221;4.6820348
213;17.76536;-3.4447371;6.3331637
214;20.643603;-3.3857437;6.7326732
215;19.183831;-5.1991795;6.1012159
216;7.9806256;-6.2346584;5.4561318
217;-2.778374;-7.7865659;5.8030134
218;-12.157;-9.1563774;6.5180968
219;-16.034201;-9.5137057;5.8264269
220;-15.115638;-7.511799;6.4070156
221;-12.122695;-8.9711257;5.5298926
222;-19.265485;-9.4688901;6.093187
223;-25.348105;-9.3109418;4.192509
224;-33.804615;-9.1489149;2.7170675
225;-40.443715;-9.9833423;3.4481889
226;-39.307999;-10.732762;4.810174
227;-34.961633;-9.8533692;5.8332795
228;-27.776804;-11.291933;6.8842439
229;-23.853206;-11.861542;9.0051235
230;-22.300261;-13.383371;8.984289
231;-28.173803;-15.128544;9.4951822
232;-34.382941;-14.175666;8.716768
233;-27.725813;-11.268942;8.5479186
234;-14.04896;-9.9792802;9.771833
235;-5.880771;-9.6686618;8.8926064
236;-2.3992331;-9.2391097;9.4835357
237;-0.14650775;-9.077977;8.7854546
238;3.1365248;-8.2001621;9.0128899
239;1.0151202;-6.4610038;5.4827127
240;-3.3034133;-5.5579659;5.120872
241;-4.1731132;-5.21996;4.0510271
242;-5.516215;-4.2412974;3.6860363
243;-0.039239139;-3.6195846;5.2653513
244;10.454448;-3.3024488;5.2198934
245;11.330606;-2.9696382;3.5216809
246;10.126662;-2.2936856;3.9601619
247;10.787956;-2.9703971;3.9733178
248;11.261091;-2.6511205;3.7694885
249;7.4953707;-3.01597;3.3448573
250;4.2672991;-1.9064276;1.992703
251;-1.8211432;-2.9911841;0.3875282
252;-8.932044;-2.2592121;1.4822162
253;-10.192868;-4.7050762;1.0691878
254;-21.819032;-5.8335832;1.3972008
255;-25.510325;-5.8124277;1.074806
256;-33.991185;-7.1281198;0.19886741
257;-43.591742;-6.9254687;-0.4429713
258;-43.986226;-6.7472545;1.1134682
259;-41.061515;-8.3545851;1.6891787
260;-39.727742;-7.8724322;2.5911265
261;-32.111355;-8.1490934;4.4530598
262;-25.365016;-7.1356446;3.0632021
263;-24.388263;-5.7210392;3.238736
264;-19.251535;-5.8031448;2.498441
265;-24.786658;-7.4690397;1.8463887
266;-31.73962;-7.365969;2.0307708
267;-35.177952;-7.7807262;1.807538
268;-34.069278;-6.9396133;2.7390592
269;-26.143651;-6.3943562;3.2385479
270;-17.242617;-6.1928087;4.5166215
271;-14.776695;-5.4153716;2.5095472
272;-16.529697;-5.1541262;2.0149456
273;-16.501766;-4.8408083;2.1901708
274;-20.058536;-5.368308;0.744197
275;-29.94202;-5.2059873;0.40382882
276;-30.214372;-4.6021583;0.7950218
277;-24.964893;-4.3592803;1.2323541
278;-18.851501;-3.7308034;1.0918384
279;-18.650867;-3.603282;0.32905012
280;-16.006065;-4.9120203;3.3285663
281;-11.260868;-4.4214438;2.624964
282;-11.970775;-4.07988;2.0034097
283;-7.5995363;-2.8421856;2.8666422
284;-0.63565387;-3.6307871;3.8465253
285;4.2326584;-3.8153316;4.8680587
286;8.8577777;-2.9995942;4.6046334
287;12.927842;-3.3336166;4.7267913
288;18.179429;-2.0186471;7.0689701
289;28.114209;-2.5133687;6.7164501
290;29.797851;-2.3734293;7.1805833
291;30.972364;-2.3335537;6.3241015
292;28.484413;-1.8189862;5.6453853
293;25.394556;-2.6143599;5.3915588
294;20.596083;-3.336565;5.4475047
295;20.243789;-1.4314879;5.6093634
296;28.572339;-1.059832;5.1293373
297;31.035509;-1.4221877;5.910858
298;31.244476;-1.0874497;6.1006745
299;32.900429;-1.923903;6.148064
300;28.900203;-2.4952656;5.8655008
301;23.96131;-2.9042473;5.8536504
302;22.530216;-3.3290797;6.4196796
303;24.26625;-3.3012449;7.6176847
304;27.878308;-3.2601512;6.285583
305;24.522121;-3.5361415;7.0600944
306;21.44817;-4.6500693;6.1537837
307;17.557775;-5.1769807;8.0900297
308;17.526077;-6.342301;8.9037972
309;14.869474;-5.4646876;6.9096661
310;15.979552;-4.4681433;7.4730288
311;19.982584;-4.9066328;7.8922203
312;21.730569;-5.9867811;9.125169
313;20.089608;-5.2115611;8.6390788
314;21.776305;-5.0369323;7.195876
315;15.779004;-5.5906611;6.8838019
316;11.653945;-5.2394634;7.454391
317;22.211883;-3.0739102;7.9128347
318;27.732692;-4.5890697;8.2347058
319;25.023574;-4.6461123;7.4177489
320;20.934177;-5.3366778;7.6790015
321;16.036406;-5.7675957;7.294546
322;10.752563;-5.6814315;6.1374442
323;7.093131;-5.2953616;6.249329
324;5.3074212;-5.5944541;5.1935486
325;2.5605074;-4.9549597;5.7105379
326;5.0430169;-5.9532935;5.8167098
327;4.4531538;-4.642312;5.4816225
328;7.8005326;-5.6278719;6.054819
329;5.3381372;-5.9596866;6.6133079
330;6.6651925;-6.349402;6.7859858
331;1.3867832;-7.6676945;6.2412337
332;-3.7211021;-7.3694613;6.1579567
333;-9.6207846;-8.9969027;5.8933818
334;-16.536355;-8.6454302;5.7543763
335;-17.72959;-8.5317659;5.7398026
336;-17.780116;-8.8313428;5.4369444
337;-19.640584;-7.2915863;4.5416581
338;-18.458181;-5.3722832;3.0180923
339;-18.099841;-6.0093494;1.9062674
340;-20.410148;-5.1814832;2.502906
341;-22.256209;-8.2610467;3.1910249
342;-25.876684;-6.6657449;3.9073771
343;-18.542826;-6.8391101;5.0664391
344;-7.3223621;-6.0719181;6.519276
345;-0.22252766;-6.8607668;6.36334
346;-3.6745928;-7.6282174;5.5974734
347;-12.605;-8.9262914;5.0453359
348;-19.080779;-7.9928302;5.670613
349;-12.061304;-8.1380676;7.3449586
350;-7.845459;-8.0755118;6.5770933
351;-4.1688079;-7.2063421;7.1484656
352;-2.8913262;-7.2759542;5.7320671
353;-8.2816521;-6.2853489;4.773328
354;-10.930235;-5.9874736;3.1475483
355;-18.611808;-6.8326339;1.9366012
356;-28.02628;-7.0054828;2.043754
357;-29.257078;-6.9575508;2.3786786
358;-29.145473;-6.9934501;2.5434606
359;-26.686755;-6.5104693;2.8667814
360;-25.387531;-6.8860292;3.1056525
361;-23.097475;-6.7612562;2.3569959
362;-20.862444;-5.4412254;3.2595568
363;-14.98894;-5.3305438;3.2773334
364;-8.3881431;-3.1346145;3.1192912
365;-5.4650358;-3.6991764;1.8372475
366;-4.2170285;-1.2402794;2.0007707
367;-1.240516;-2.6596728;0.41216912
368;-9.2845789;-3.6337773;1.557103
369;-11.158822;-3.4396088;1.81381
370;-12.56415;-4.6124021;2.0495897
371;-14.278194;-4.6197345;2.4995529
372;-12.506526;-4.2162629;1.8538276
373;-14.818538;-4.1279088;0.81299101
374;-16.223932;-4.0193351;1.9571843
375;-12.822583;-4.0411628;2.445749
376;-8.8876975;-3.4696566;2.3859858
377;-9.0593713;-4.1276708;1.7080528
378;-16.506072;-6.2773534;2.2556632
379;-27.747037;-7.8844454;1.9229766
380;-36.697757;-8.2990419;2.2529052
381;-39.645975;-7.9309702;1.2097698
382;-39.566837;-6.4508977;1.2352354
383;-34.597504;-6.2092015;1.3424418
384;-29.040722;-4.8947272;1.3754976
385;-23.872928;-4.5776006;1.4905708
386;-22.038629;-4.4559792;1.1896796
387;-24.343874;-6.4360319;1.1667501
388;-33.219626;-7.3379737;0.95774144
389;-36.898328;-6.8799614;2.1194809
390;-34.943022;-7.8560444;2.0149593
391;-34.544045;-7.225149;1.9585846
392;-29.697942;-5.4188243;2.585436
393;-20.484864;-4.9554804;2.7782287
394;-17.595253;-5.6942068;2.4009485
395;-17.524215;-5.3673905;3.147885
396;-19.323693;-6.2386152;2.4245048
397;-24.157232;-5.9284229;1.5628389
398;-27.357543;-6.047889;1.2726483
399;-29.061462;-6.6369665;1.9532693
400;-28.631931;-6.9216268;2.4069119
401;-30.251125;-7.6398329;3.0569981
402;-28.829434;-7.9588587;3.9667827
403;-25.17915;-8.3700639;5.3352455
404;-19.265973;-6.8664743;5.00006
405;-15.481748;-6.7233588;4.2992121
406;-16.331685;-8.4065694;5.1898612
407;-12.021476;-5.7281994;6.2112026
408;1.8593536;-4.4570495;5.5286938
409;8.7752566;-5.2292061;7.1003577
410;15.195776;-4.9518517;8.0074894
411;23.177175;-4.5659855;8.7250035
412;21.862058;-5.9132276;7.3419371
413;11.265354;-5.9731003;7.0905198
414;3.3498534;-6.9891865;6.5622164
415;-5.1284742;-8.6106739;6.2961764
416;-9.2631528;-7.3944326;7.605173
417;0.22502362;-7.0082876;6.8737928
418;0.9751963;-6.6559279;6.9590903
419;3.2319903;-5.9682904;7.059027
420;13.559038;-3.6978737;7.2695677
421;23.427344;-4.6614757;8.0148146
422;12.543623;-6.9378127;5.1924485
423;-9.2515631;-7.992857;3.944939
424;-14.693911;-8.0236879;6.4490704
425;-16.156471;-9.657034;5.9769336
426;-19.418683;-8.9696785;5.3977623
427;-21.707011;-8.7603599;4.8678711
428;-26.366649;-10.138984;5.3708743
429;-24.553334;-8.3325767;5.4821131
430;-20.828798;-8.0145991;4.6113522
431;-18.595151;-8.2111253;5.431496
432;-22.756974;-9.5699483;4.5490831
433;-29.873672;-9.3072279;4.378849
434;-32.668028;-9.8803656;4.3609479
435;-37.654969;-10.139406;3.4965231
436;-42.81253;-10.185438;3.2577911
437;-42.241931;-8.8130064;2.4876997
438;-38.631372;-8.6799074;3.2229628
439;-35.663521;-8.6538315;3.2706626
440;-40.064993;-10.876581;3.6131174
441;-51.660433;-11.791058;1.8543624
442;-58.884624;-11.089186;2.6132888
443;-56.588226;-11.324603;3.2595478
444;-54.086397;-11.955899;3.9540747
445;-55.698591;-12.064827;2.4017178
446;-62.709016;-11.583898;2.0657676
447;-57.483291;-10.526451;4.2848458
448;-39.875125;-10.030697;6.0474228
449;-26.248865;-10.673676;7.4802687
450;-25.561164;-11.665849;6.8042402
451;-27.165399;-11.521328;7.9969121
452;-26.023178;-11.676137;7.5168208
453;-26.752337;-12.921631;8.5097198
454;-23.91188;-11.408228;9.1443116
455;-15.177241;-11.316528;9.5063015
456;-18.786818;-13.300403;8.9453284
457;-24.613026;-13.528278;9.5242209
458;-27.452325;-13.509774;8.2941661
459;-30.717642;-13.925961;8.8890391
460;-31.713979;-14.52129;9.4814395
461;-30.727716;-13.323334;8.9744882
462;-34.779745;-15.021056;7.7968218
463;-49.019571;-15.736441;6.660833
464;-48.016624;-14.526926;8.1217015
465;-42.975793;-13.614697;7.7506578
466;-35.065673;-13.255005;9.6615309
467;-27.07653;-12.520326;8.9208521
468;-20.884564;-13.459073;10.950516
469;-15.854377;-14.118536;12.855011
470;-5.7947359;-13.713224;14.069442
471;5.4395585;-12.73861;14.991711
472;14.131275;-13.765967;15.675751
473;15.917964;-12.946065;15.733917
474;13.549943;-15.897323;16.122077
475;7.0212726;-16.71334;17.098765
476;5.0083153;-16.212916;16.700644
477;4.4092109;-15.738606;16.380618
478;7.2058986;-15.710627;16.908792
479;9.8288894;-15.308171;17.042092
480;13.608751;-15.154312;18.004149
481;20.079379;-14.82035;18.74009
482;25.565675;-14.556995;18.532886
483;25.362856;-14.924041;18.526675
484;26.642433;-14.369688;19.125716
485;32.35631;-15.144148;20.803223
486;35.606895;-15.177514;19.666543
487;34.416713;-15.270973;21.466956
488;43.236451;-14.981427;22.72439
489;56.125501;-14.316527;24.3143
490;64.964519;-13.587193;24.021133
491;66.160641;-13.518393;22.888353
492;63.124473;-14.345488;22.93574
493;58.310489;-14.708764;22.00498
494;56.87951;-12.21129;21.728895
495;63.97377;-11.649827;22.400903
496;72.431303;-10.227017;21.834781
497;76.670329;-10.349477;21.460387
498;77.927387;-8.355438;20.723809
499;85.251353;-7.1088952;21.18989
500;96.37133;-6.4196179;22.310455
501;97.125319;-8.4630136;21.175251
502;86.934867;-9.9526235;21.520211
503;77.897141;-11.233015;21.961869
504;74.886501;-10.027693;21.885614
505;80.662522;-8.4933146;21.365161
506;86.990217;-8.2336551;21.441946
507;89.620347;-8.4791374;21.318126
508;89.384088;-7.6721792;21.447155
509;89.755724;-9.3368275;21.529022
510;92.947916;-7.6581489;23.913063
511;112.46911;-6.0317528;25.502685
512;128.31467;-5.519535;26.130955
513;140.37507;-4.4797106;26.300413
514;144.04428;-5.6058229;26.555594
515;147.33197;-4.5238862;28.278035
516;157.57849;-3.8840878;28.915823
517;164.40362;-5.3309139;29.708197
518;163.3137;-6.1116438;30.075944
519;162.42517;-6.433946;30.721275
520;159.04809;-6.3582681;29.3203
521;153.33357;-7.626779;28.786927
522;142.8212;-8.5710073;28.543228
523;135.11188;-10.536612;29.312286
524;129.23833;-11.061746;29.993522
525;125.5421;-10.993549;29.166084
526;127.10358;-10.039066;30.336983
527;138.5928;-8.0673152;30.928968
528;151.28508;-7.7115117;30.105796
529;152.46898;-6.6815457;30.389901
530;160.7867;-4.6330529;29.912362
531;166.6612;-4.9028751;28.920892
532;161.05229;-4.3851397;27.808892
533;161.96085;-3.0339479;27.633996
534;164.46833;-3.2730142;27.225782
535;167.68815;-1.5601032;27.700067
536;168.36728;-3.8709942;27.091661
537;159.10692;-5.0513846;28.219703
538;161.45257;-3.3936164;28.920402
539;169.9918;-3.0920241;28.913123
540;162.43364;-5.2482775;26.371632
541;146.99632;-5.7708885;26.042418
542;138.86423;-6.7870937;26.963512
543;132.21029;-8.9576747;27.663152
544;129.28976;-7.5562822;27.09771
545;133.66626;-6.8965021;27.418673
546;143.10282;-5.3559314;28.242239
547;148.35501;-5.636958;27.335991
548;147.68015;-5.0692159;27.889274
549;153.30828;-4.7600322;28.781811
550;161.57603;-3.4122302;28.493391
551;168.93717;-3.3918894;29.239624
552;169.6415;-4.7250184;29.232049
553;167.26886;-4.0604362;29.624483
554;167.14579;-4.2236863;28.85958
555;172.22017;-3.031694;30.022308
556;181.26412;-3.5140274;31.053019
557;182.29524;-4.6800454;31.322931
558;184.14247;-3.0831955;32.156327
559;189.17334;-4.1296546;31.975116
560;180.38009;-6.2470853;30.588183
561;164.5436;-7.7149346;30.214916
562;155.15962;-7.9086181;30.077771
563;152.83333;-7.3647377;30.073416
564;146.86129;-9.5259835;29.525317
565;137.59073;-8.7352624;29.178202
566;140.64651;-8.9207229;30.716858
567;144.25124;-8.3674382;29.662803
568;143.98295;-8.8083481;30.165914
569;145.2376;-9.0545894;30.467783
570;145.75665;-8.9981512;30.63007
571;147.8496;-8.3308075;31.589877
572;151.8202;-9.4585028;31.232289
573;149.34008;-8.8289993;31.04555
574;145.84232;-10.251047;30.749656
575;139.86331;-10.670146;31.167487
576;140.67611;-9.4691064;31.266155
577;147.36362;-9.0242097;31.456084
578;150.78076;-8.5779248;31.193669
579;156.7622;-8.6896048;34.25128
580;166.4239;-9.130786;33.489692
581;160.00971;-9.3062592;31.83564
582;152.52658;-10.321009;31.79865
583;143.36362;-10.653573;30.763407
584;134.70379;-10.894006;29.830649
585;129.3565;-10.204082;29.311252
586;129.47681;-10.021493;29.34162
587;131.32873;-9.0311982;29.35454
588;134.17911;-10.179453;29.391101
589;124.76801;-11.408013;27.601271
590;115.32915;-11.12761;28.235721
591;115.69586;-11.562407;29.29496
592;117.05057;-13.109351;30.152459
593;117.34386;-11.563678;29.468461
594;116.75393;-13.368845;30.181608
595;115.37571;-14.077831;31.554871
596;115.75368;-14.605326;31.392714
597;111.54323;-14.37098;30.940089
598;109.94243;-15.75236;30.77925
599;105.6795;-16.005743;31.414914
600;110.45523;-13.731636;31.72158
601;121.03062;-14.018113;32.218698
602;126.03847;-12.967251;33.196701
603;131.96992;-14.143176;33.447573
604;131.559;-13.607793;33.452884
605;131.1266;-14.678543;33.425192
606;126.31851;-15.459343;34.270183
607;124.76523;-16.157243;33.962743
608;122.22237;-15.529896;34.095717
609;125.81896;-14.016138;33.634058
610;132.32821;-14.603034;34.207316
611;131.74348;-13.616524;33.240879
612;133.28428;-13.776836;33.967444
613;136.76528;-13.968117;35.110556
614;139.76851;-14.284243;35.885016
615;146.84461;-12.539246;36.072862
616;156.26013;-11.026281;34.724186
617;161.26309;-10.595952;36.450918
618;172.40806;-10.648036;36.655281
619;174.78951;-11.190413;37.284479
620;177.71313;-10.605083;37.776698
621;187.7545;-8.9501681;39.12894
622;196.70627;-10.130272;39.361423
623;198.41532;-9.9384712;40.44025
624;202.4885;-10.242513;40.193824
625;204.83249;-9.556659;40.749236
626;203.44941;-10.773234;40.040786
627;196.38991;-11.138223;39.460533
628;188.58124;-12.543037;39.697665
629;184.67771;-12.574239;40.051009
630;182.25905;-14.232594;40.982636
631;182.8501;-13.199682;41.479486
632;190.17393;-12.175577;41.281131
633;195.36756;-13.53141;43.04665
634;200.95982;-12.184729;43.952252
635;211.33179;-11.357707;44.324055
636;222.32658;-9.6761274;44.406229
637;238.17414;-8.061735;46.531067
638;250.89804;-8.3259262;45.703531
639;253.98041;-7.5114163;46.067619
640;257.05083;-7.3337905;45.864466
641;262.72605;-4.8942127;46.171421
642;276.25229;-4.3953503;47.373674
643;288.03454;-4.3736604;48.467758
644;292.18037;-4.369025;48.184664
645;292.76888;-4.3343116;47.904611
646;298.16724;-3.1681674;50.136535
647;309.68635;-2.4084135;49.926548
648;317.8139;-2.3483062;51.047571
649;324.83662;-1.5943665;51.637069
650;330.79998;-1.1804309;51.118571
651;326.994;-3.2798134;49.491774
652;313.62099;-2.2412857;48.33525
653;308.59492;-2.5296869;48.565624
654;312.83675;-2.0706777;49.851615
655;320.2219;-1.5470865;49.234898
656;318.89519;-0.92278059;47.719686
657;318.88968;-1.7518594;49.980731
658;324.29987;-1.0944398;50.881983
659;332.86381;-1.0370983;51.619593
660;337.08699;-0.72758225;51.314329
661;340.25404;1.7473084;50.432849
662;348.3182;3.1048589;50.502064
663;358.19101;4.2688908;49.592285
664;358.99314;3.9472042;49.669635
665;356.8453;3.6381392;48.820006
666;354.60284;3.5536137;50.572037
667;361.02012;3.856168;51.36445
668;367.48702;4.3733161;51.317731
669;369.55055;4.8720755;50.194474
670;360.43074;2.822526;48.052197
671;339.04944;0.55327079;47.24796
672;324.19669;-0.23573194;48.451082
673;320.44107;-0.95033206;48.479183
674;316.08747;0.033874157;47.33018
675;316.15724;-0.47653054;47.06158
676;316.50882;1.2212563;46.94258
677;320.89894;1.588757;46.293012
678;318.43447;0.44170847;46.410286
679;314.03383;0.24852169;45.595364
680;305.37374;1.3626153;43.323336
681;304.11661;1.73522;43.950652
682;305.95333;2.9045574;43.078471
683;307.90006;2.9105883;43.432718
684;307.11361;3.0493839;42.165476
685;308.82673;5.5810723;42.265066
686;319.54659;6.7079155;41.891248
687;321.3352;7.0784066;40.99631
688;318.61938;6.6952596;39.637355
689;310.98398;6.3748646;39.859968
690;310.25162;5.8231897;40.253957
691;307.8984;4.8609554;40.458097
692;306.22367;4.6503239;40.953878
693;300.15766;3.146504;39.839043
694;284.00328;1.8469936;37.924693
695;262.23226;-0.17133802;35.606017
696;245.10372;-0.61117395;36.334413
697;236.46665;-2.24064;36.0468
698;231.40076;-1.632078;36.616615
699;227.84165;-2.7410729;35.045109
700;214.11984;-5.2014881;34.592505
701;203.53536;-5.7180878;35.694163
702;206.39814;-4.5499736;36.34728
703;214.8254;-2.979811;35.955085
704;222.15567;-1.8796335;35.857803
705;223.9487;-3.325456;36.331281
706;221.77381;-2.6327986;36.112902
707;221.60341;-2.1182216;35.095177
708;223.46259;-0.75056384;34.948339
709;224.50444;-2.0398976;35.385024
710;222.3367;-2.2535097;35.458168
711;220.57774;-2.9406523;35.44642
712;219.7126;-2.7385488;36.504025
713;221.77455;-4.9631319;37.011869
714;221.67177;-1.9670275;36.438824
715;232.98116;-1.0321756;37.403447
716;245.19369;-0.19805256;38.220898
717;249.85613;-0.020389309;37.477729
718;250.4154;-0.58903243;38.025868
719;251.69732;-0.29130857;38.150381
720;259.15334;0.19361967;40.117375
721;268.77455;-0.18791178;41.448729
722;277.55951;-0.46314333;43.232303
723;280.7622;-1.3938222;42.715055
724;278.34312;-1.2624506;42.41275
